# Creation date: Tue Apr 22 11:17:26 2025
####################################### 
# PHOTOMETRIC REDSHIFT with OPTIONS   # 
# Config file            : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/config_file.para
# CAT_IN                 : /home/hallouin/Documents/thall_2025/lephare/simulation_catalogs/buzzard_base/Shuffle_Buzzard_training_file.dat
# CAT_OUT                : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/TRAINING_CAT_5000.out
# CAT_LINES              : 1 5000
# PARA_OUT               : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/output.para
# INP_TYPE               : M
# CAT_FMT[0:MEME 1:MMEE] : 1
# CAT_MAG                : AB
# ZPHOTLIB               : buzzard_mags 
# FIR_LIB                : 
# FIR_LMIN               : 7.000000
# FIR_CONT               : -1.000000
# FIR_SCALE              : -1.000000
# FIR_FREESCALE          : YES
# FIR_SUBSTELLAR         : NO
# ERR_SCALE              : 0.000000 
# ERR_FACTOR             : 1.500000 
# GLB_CONTEXT            : 0
# FORB_CONTEXT           : -1
# DZ_WIN                 : 1.000000
# MIN_THRES              : 0.020000
# MAG_ABS                : -24.000000 -5.000000
# MAG_ABS_AGN            : -30.000000 -10.000000
# MAG_REF                : 2
# NZ_PRIOR               : -2 -2
# Z_INTERP               : YES
# Z_METHOD               : BEST
# PROB_INTZ              : 0.000000 
# MABS_METHOD            : 1
# MABS_CONTEXT           : 33556478 
# MABS_REF               : 10 
# AUTO_ADAPT             : YES
# ADAPT_BAND             : 4
# ADAPT_LIM              : 1.500000 23.000000
# ADAPT_ZBIN             : 0.010000 6.000000
# ZFIX                   : NO
# SPEC_OUT               : save_spec
# CHI_OUT                : NO
# PDZ_OUT                : test
####################################### 
# Offsets from auto-adapt: 0.042989585745065284,-0.0006165267043378719,-0.0021406715295242407,0.0035866669364388315,0.006062724835594224,-0.026013763042950444
# Offsets from auto-adapt: 0.042990,-0.000617,-0.002141,0.003587,0.006063,-0.026014,
# Format: 
# IDENT 1 Z_BEST 2 Z_BEST68_LOW 3 Z_BEST68_HIGH 4 Z_BEST99_LOW 5 Z_BEST99_HIGH 6 Z_MED 7 Z_MODE 8 CHI_BEST 9 MOD_BEST 10 EXTLAW_BEST 11 EBV_BEST 12 PDZ_BEST 13 SCALE_BEST 14 MAG_OBS()15-20 ERR_MAG_OBS()21-26 MAG_ABS()27-32 EMAG_ABS()33-38 ZSPEC 39
# Format topcat: 
# IDENT  Z_BEST  Z_BEST68_LOW  Z_BEST68_HIGH  Z_BEST99_LOW  Z_BEST99_HIGH  Z_MED  Z_MODE  CHI_BEST  MOD_BEST  EXTLAW_BEST  EBV_BEST  PDZ_BEST  SCALE_BEST  MAG_OBS0  MAG_OBS1  MAG_OBS2  MAG_OBS3  MAG_OBS4  MAG_OBS5  ERR_MAG_OBS0  ERR_MAG_OBS1  ERR_MAG_OBS2  ERR_MAG_OBS3  ERR_MAG_OBS4  ERR_MAG_OBS5  MAG_ABS0  MAG_ABS1  MAG_ABS2  MAG_ABS3  MAG_ABS4  MAG_ABS5  EMAG_ABS0  EMAG_ABS1  EMAG_ABS2  EMAG_ABS3  EMAG_ABS4  EMAG_ABS5  ZSPEC 
         192470           0.2207       0.1206       0.3722       0.0100       2.0000       0.2933       0.1469    1.31983e+01     97      0        0.000    9.90000e+01    1.43007e-04     28.905     27.990     27.244     26.613     26.633     28.667      2.040      0.529      0.221      0.264      0.430      0.924    -12.38873    -12.75051    -13.34892    -12.32815    -12.34055    -12.45726      -1.00000       0.25120       0.02040      -1.00000      -1.00000      -1.00000        0.55419 
         345034           0.3973       0.3734       0.4030       0.3199       0.4194       0.3856       0.3953    1.04462e+01     89      0        0.000    9.90000e+01    3.09332e-02     24.232     24.065     23.504     23.345     23.176     23.197      0.063      0.018      0.011      0.016      0.024      0.069    -17.41718    -17.85032    -18.13209    -18.05092    -18.11908    -18.20987       0.44384       0.29065       0.04100       0.44538       0.73942       0.98531        0.39574 
          10139           0.3769       0.3047       0.4067       0.1805       0.5491       0.3483       0.3734    3.54872e+00     89      0        0.000    9.90000e+01    6.03315e-03     25.924     25.727     25.101     24.994     24.882     25.247      0.273      0.068      0.036      0.065      0.103      0.342    -15.60630    -16.11056    -16.26041    -16.33894    -16.40711    -16.49790       0.35859       0.23570       0.02652      -1.00000      -1.00000      -1.00000        0.37669 
          37714           0.7502       0.5642       1.0042       0.3137       1.9076       0.8980       0.8436    6.38647e-01     29      0        0.000    9.90000e+01    4.27932e-02     98.957     27.700     26.823     25.846     25.378     24.740      2.200      0.486      0.159      0.120      0.170      0.369    -16.13037    -17.19983    -17.94582    -18.35057    -18.64106    -18.92210       0.27070       0.11555      -1.00000      -1.00000      -1.00000      -1.00000        0.69962 
          28002           0.6448       0.5843       0.6896       0.0409       0.7802       0.6069       0.6216    2.32645e+00     69      0        0.000    9.90000e+01    2.63704e-02     27.301     26.192     25.442     24.875     24.746     24.880      0.667      0.117      0.048      0.055      0.093      0.234    -16.88737    -17.53855    -17.56957    -17.68595    -17.75654    -17.81814       0.13172       0.13990       0.08023       0.65117       1.00729       1.26191        0.60770 
         227379            0.122       0.0100       0.4642       0.0100       1.1631       0.3433       0.3573    1.27299e+00      1      0        0.000    9.90000e+01    1.78020e-04     30.281     27.913     26.962     26.598     25.948     26.133      1.808      0.475      0.209      0.228      0.258      0.592     -9.68669    -11.17392    -11.88513    -12.63557    -12.67482    -12.93879      -1.00000      -1.00000       0.14589       0.06876      -1.00000      -1.00000        1.03760 
         279873          0.09958       0.0336       0.2329       0.0100       2.0000       1.3744       0.0639    4.72755e-01     96      0        0.000    9.90000e+01    8.01065e-05     26.968     26.512     26.546     26.325     26.665     26.676      0.407      0.144      0.118      0.210      0.483      1.237    -11.56134    -11.71526    -11.81974    -11.66986    -11.72601    -11.86506       1.00991       0.43988       0.21065      -1.00000      -1.00000      -1.00000        0.60205 
         312678            1.934       1.7991       2.0000       0.2308       2.0000       1.1380       1.0833    1.59635e+00     18      0        0.000    9.90000e+01    1.89456e+00     28.331     28.139     26.771     26.446     25.372     25.109      1.763      0.456      0.183      0.193      0.192      0.382    -20.44999    -21.64362    -22.25021    -22.51045    -22.69631    -22.88484      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.09542 
          52246           0.7156       0.6880       0.7559       0.5380       0.8507       0.7163       0.7214    1.63920e+01     33      0        0.000    9.90000e+01    9.22240e-02     27.792     26.010     25.232     24.342     23.933     23.783      0.459      0.091      0.038      0.033      0.045      0.121    -17.51870    -18.54205    -18.99913    -19.23541    -19.39907    -19.56445       0.14508       0.18565       0.15197       0.76522       1.12110       1.37572        0.90674 
          47227           0.5793       0.5471       0.6552       0.4453       0.7142       0.5855       0.5962    8.86978e+00     16      0        0.000    9.90000e+01    3.40700e-02     29.191     26.754     25.843     24.865     24.566     24.547      0.807      0.166      0.067      0.055      0.079      0.206    -15.94665    -17.24153    -17.61477    -17.91069    -18.11116    -18.31197       0.39766       0.02807       0.07068       0.58830       0.92980       1.18443        0.83592 
         239465            1.399       0.5918       1.5398       0.0124       2.0000       0.8667       0.6827    2.93222e+00     37      0        0.000    9.90000e+01    2.68358e-01     28.017     27.448     26.594     25.778     25.630     24.656      1.102      0.255      0.141      0.137      0.183      0.265    -18.61615    -19.85773    -20.35259    -20.57332    -20.72927    -20.88721       0.19934       0.89616       1.77382       2.40076       2.73332       2.96505        1.38705 
         222253           0.9834       0.9775       0.9903       0.9678       0.9972       0.9834       0.9823    4.76389e+01     49      0        0.000    9.90000e+01    1.76160e+00     23.765     23.533     22.906     22.115     21.543     21.321      0.043      0.013      0.009      0.009      0.009      0.015    -21.09796    -21.90836    -22.33164    -22.46943    -22.60671    -22.75322       0.12816       0.11388       0.74815       1.39658       1.72328       1.96363        0.97227 
          17214           0.5065       0.1649       0.5561       0.0535       0.6338       0.2791       0.2013    2.75441e-01     40      0        0.000    9.90000e+01    2.82040e-02     27.090     26.082     25.020     24.496     24.250     24.029      0.579      0.099      0.033      0.039      0.060      0.148    -16.34457    -17.23877    -17.74672    -17.96742    -18.12907    -18.29385       0.69547       0.18891       0.05904       0.62948       0.92440       1.17138        0.46368 
         203536           0.1885       0.0100       0.2588       0.0100       2.0000       0.3860       0.1806    2.04400e+00     43      0        0.000    9.90000e+01    1.94379e-04     29.924     27.993     27.449     26.666     27.394     26.174      2.074      0.557      0.293      0.327      0.562      1.239    -11.19521    -12.03661    -12.49858    -12.57826    -12.70255    -12.84123      -1.00000       0.37461      -1.00000      -1.00000      -1.00000      -1.00000        0.68771 
         161199            1.686       1.5685       1.7714       0.7925       1.9448       1.4989       1.6782    5.55629e-01      7      0        0.000    9.90000e+01    1.97924e+00     29.484     28.003     27.464     26.160     25.019     24.640      3.149      0.783      0.336      0.154      0.127      0.223    -19.96214    -21.35010    -22.06456    -22.41508    -22.63921    -22.86006       0.18999       1.59407       2.47172       3.09867       3.43123       3.66296        1.59563 
          41969            0.747       0.0820       0.9549       0.0100       2.0000       0.8366       0.6811    3.21540e-01     65      0        0.000    9.90000e+01    1.12449e-02     98.957     27.680     27.117     26.318     26.217     25.669      2.165      0.590      0.223      0.179      0.281      0.668    -15.78359    -16.42871    -16.84368    -16.99030    -17.08974    -17.18600       0.24415       0.13178      -1.00000      -1.00000      -1.00000      -1.00000        0.74172 
         151091            1.283       1.2581       1.3083       1.2171       1.3573       1.2916       1.2909    1.68605e+00      1      0        0.000    9.90000e+01    2.82380e+00     98.957     27.338     25.872     24.351     23.594     22.664      1.605      0.308      0.065      0.035      0.034      0.044    -20.17045    -21.69505    -22.50182    -22.92204    -23.19595    -23.45993       0.06843       0.53199       1.40964       2.03659       2.36915       2.60088        1.23945 
          27247            0.971       0.0100       2.0000       0.0100       2.0000       1.0670       1.7201    8.30964e-02     73      0        0.000    9.90000e+01    1.91938e-02     28.083     27.521     27.173     26.611     26.128     26.147      2.038      0.490      0.205      0.233      0.388      0.880    -16.57470    -17.18230    -17.49237    -17.57904    -17.67178    -17.77350       0.16219      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.59659 
         295509           0.8325       0.5697       0.9718       0.0732       1.9415       0.7940       0.7824    1.92713e-01     46      0        0.000    9.90000e+01    1.92354e-02     28.841     28.078     27.266     26.215     25.801     25.908      1.882      0.495      0.210      0.171      0.248      0.600    -16.17188    -17.10486    -17.47441    -17.56630    -17.69035    -17.82676       0.46475       0.02944      -1.00000      -1.00000      -1.00000      -1.00000        0.81458 
          94112            1.146       0.0100       2.0000       0.0100       2.0000       1.0700       1.8538    1.39105e-02     65      0        0.000    9.90000e+01    4.36559e-02     28.147     27.817     27.027     26.621     25.960     25.678      3.337      0.710      0.208      0.268      0.402      0.948    -17.27381    -17.97211    -18.31639    -18.46302    -18.56245    -18.65872       0.31163      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.39929 
         115690           0.3616       0.0345       0.5747       0.0100       2.0000       0.4107       0.3757    1.53459e-01     38      0        0.000    9.90000e+01    2.65263e-03     27.930     27.667     26.567     26.222     25.835     25.854      1.360      0.279      0.128      0.154      0.263      0.627    -13.66580    -14.59555    -15.17300    -15.37239    -15.58238    -15.79814       0.30980       0.21161       0.04100      -1.00000      -1.00000      -1.00000        0.61249 
         394392            1.632       0.7716       1.7610       0.3856       2.0000       1.1757       0.9693    7.24895e-01     11      0        0.000    9.90000e+01    8.72731e-01     27.705     27.675     27.541     26.535     25.797     25.553      1.505      0.442      0.219      0.231      0.265      0.583    -19.16776    -20.51598    -21.25782    -21.63766    -21.88896    -22.13453      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.01637 
         111291           0.6206       0.5250       0.7251       0.0100       1.0545       0.5391       0.6032    7.19422e-01     60      0        0.000    9.90000e+01    8.34668e-03     27.968     27.560     26.641     25.969     26.031     26.025      1.335      0.284      0.117      0.143      0.247      0.591    -15.52710    -16.33387    -16.60903    -16.67021    -16.77768    -16.90088       0.20850       0.10430      -1.00000      -1.00000      -1.00000      -1.00000        0.58211 
         395325            1.951       0.9197       2.0000       0.0100       2.0000       1.2098       1.9359    7.01530e-02     23      0        0.000    9.90000e+01    9.03616e-01     28.054     27.790     27.135     26.855     26.158     25.678      1.217      0.389      0.241      0.277      0.342      0.758    -19.60144    -20.74327    -21.38054    -21.69197    -21.91243    -22.13250      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.01628 
         406266            1.324       1.2410       1.4211       1.1145       1.6007       1.3204       1.3191    1.47607e+00      9      0        0.000    9.90000e+01    9.56180e-01     27.549     27.730     26.644     25.351     24.800     23.906      1.714      0.352      0.144      0.092      0.102      0.135    -19.16828    -20.58640    -21.33377    -21.71576    -21.96530    -22.20888       0.04259       0.65919       1.53684       2.16379       2.49635       2.72807        1.33169 
          28105           0.6148       0.6094       0.6302       0.6063       0.6401       0.6212       0.6270    1.58527e+01      2      0        0.000    9.90000e+01    2.94644e+00     25.565     23.183     21.574     20.447     20.020     19.734      0.213      0.011      0.008      0.008      0.008      0.008    -20.43844    -21.86564    -22.59790    -22.96604    -23.19916    -23.42768       0.24556       0.08616       0.07576       0.61682       0.96994       1.22456        0.60151 
         391637          0.05473       0.0100       0.2475       0.0100       2.0000       1.3929       1.5127    2.45311e-01     98      0        0.000    9.90000e+01    2.06537e-05     26.598     26.488     26.592     26.508     26.759     26.043      0.418      0.136      0.126      0.213      0.413      0.959    -10.28733    -10.37434    -10.38642    -10.22035    -10.24586    -10.37540       1.16894       0.27010       0.09616      -1.00000      -1.00000      -1.00000        0.95844 
          99379          0.07494       0.0100       0.7420       0.0100       2.0000       0.5395       0.1807    1.38415e-01     22      0        0.000    9.90000e+01    7.78951e-05     28.247     27.309     26.599     26.153     25.873     25.885      1.439      0.313      0.123      0.181      0.307      0.741     -9.34139    -10.48542    -11.16442    -11.51686    -11.77069    -12.02067      -1.00000      -1.00000       0.13376      -1.00000      -1.00000      -1.00000        0.44376 
         100091          0.03848       0.0100       0.0753       0.0100       0.3807       0.1172       0.0309    2.04212e+00     18      0        0.000    9.90000e+01    4.59213e-05     27.870     26.126     25.451     25.196     24.963     25.059      0.535      0.109      0.047      0.070      0.121      0.312     -8.90751    -10.10113    -10.72809    -10.95338    -11.18892    -11.34611       1.20892       0.18959       0.07640       0.19352       0.06550      -1.00000        0.45714 
         271771           0.5011       0.0100       0.7317       0.0100       2.0000       0.6105       0.0149    5.41010e-01     96      0        0.000    9.90000e+01    1.78908e-03     26.736     27.144     26.818     26.639     26.912     25.929      1.169      0.317      0.171      0.261      0.467      1.034    -14.91012    -15.15978    -15.14488    -15.04227    -15.09841    -15.23746       0.69547       0.18891      -1.00000      -1.00000      -1.00000      -1.00000        0.52714 
          12800           0.4286       0.0100       0.6386       0.0100       2.0000       0.4128       0.2061    2.88035e-01     76      0        0.000    9.90000e+01    1.61556e-03     28.488     27.782     26.975     26.824     26.902     26.261      1.985      0.502      0.206      0.317      0.527      1.241    -13.96963    -14.57258    -14.88314    -14.89591    -14.99495    -15.12222      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.41254 
          36874           0.6573       0.5779       0.7096       0.0100       0.9006       0.6307       0.6358    1.17511e-01     80      0        0.000    9.90000e+01    2.27285e-02     26.804     26.254     25.619     25.077     24.987     24.899      0.409      0.106      0.057      0.067      0.120      0.327    -16.78739    -17.38519    -17.65425    -17.77082    -17.83591    -17.89092       0.09273       0.15773      -1.00000      -1.00000      -1.00000      -1.00000        0.68544 
         119108            1.484       0.0100       2.0000       0.0100       2.0000       1.0459       1.5564    7.31367e-02     64      0        0.000    9.90000e+01    8.19303e-02     28.238     27.960     27.359     26.733     26.501     25.899      1.041      0.367      0.217      0.268      0.471      1.113    -18.00523    -18.69548    -19.03057    -19.15176    -19.24260    -19.33096      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.65513 
         308032            1.082       0.9726       1.1859       0.8498       1.2879       1.0726       1.0440    1.65676e-01     28      0        0.000    9.90000e+01    2.47725e-01     27.657     27.264     26.173     25.323     24.420     24.026      1.059      0.265      0.092      0.076      0.071      0.139    -18.38682    -19.48086    -20.05049    -20.28967    -20.46846    -20.65097       0.18616       0.03461       0.89198       1.51892       1.85148       2.08321        1.00733 
         318135            1.283       1.2521       1.3203       1.2007       1.3829       1.2907       1.2889    5.71212e-01      2      0        0.000    9.90000e+01    1.94981e+00     98.957     27.358     26.008     24.531     23.783     22.882      1.894      0.395      0.075      0.041      0.039      0.051    -19.98992    -21.45221    -22.18972    -22.55786    -22.79098    -23.01950       0.06843       0.53199       1.40964       2.03659       2.36915       2.60088        1.22177 
         327853            1.158       1.0693       1.2384       0.9125       2.0000       1.4938       1.1057    2.39753e-01     48      0        0.000    9.90000e+01    1.83393e-01     26.295     26.144     25.903     25.490     24.909     24.444      0.393      0.105      0.075      0.093      0.122      0.212    -18.40139    -19.31117    -19.81845    -20.06545    -20.24689    -20.43542       0.33184       0.18182       1.05947       1.68642       2.01898       2.25071        1.62625 
         322767            0.015       0.0100       0.2465       0.0100       2.0000       0.3739       0.1135    1.23328e+00      1      0        0.000    9.90000e+01    2.08025e-06     29.596     27.588     26.963     26.530     26.213     25.247      1.380      0.340      0.174      0.207      0.321      0.544     -4.85581     -6.34303     -7.11969     -7.55104     -7.84394     -8.10791      -1.00000      -1.00000       0.04754       0.07338      -1.00000      -1.00000        1.37484 
         116580           0.2229       0.1430       0.3378       0.0100       0.6732       0.2765       0.2237    7.85635e+00      4      0        0.000    9.90000e+01    1.53722e-03     29.842     26.994     26.155     25.420     25.427     25.575      1.442      0.285      0.092      0.095      0.163      0.397    -12.60240    -13.62355    -14.58639    -14.76094    -14.98992    -15.21515       0.38375       0.25120       0.02040      -1.00000      -1.00000      -1.00000        0.62418 
          44471           0.7816       0.7598       0.8090       0.7302       0.8712       0.7973       0.7905    8.03586e+00     68      0        0.000    9.90000e+01    1.15855e-01     25.416     25.182     24.764     23.962     23.756     23.608      0.161      0.045      0.026      0.025      0.038      0.106    -18.28481    -18.98595    -19.42112    -19.55765    -19.69164    -19.83892       0.33998       0.08277       0.30028       0.91799       1.27026       1.52489        0.79536 
         409573            1.434       1.3783       1.4998       1.3109       1.6289       1.4520       1.4433    3.28337e+00     54      0        0.000    9.90000e+01    5.46554e-01     26.725     26.106     25.423     24.732     24.527     23.711      0.525      0.096      0.048      0.049      0.075      0.116    -19.82650    -20.79655    -21.18428    -21.34942    -21.46542    -21.58028       0.28237       1.02645       1.90410       2.53105       2.86361       3.09533        1.44498 
         377687           0.7213       0.5904       0.8939       0.0100       2.0000       0.6973       0.7022    8.02390e-01     60      0        0.000    9.90000e+01    1.12457e-02     27.127     27.688     26.943     26.105     25.967     26.272      1.750      0.424      0.186      0.163      0.261      0.623    -15.84188    -16.57464    -16.93271    -16.99390    -17.10136    -17.22456       0.18050       0.16771      -1.00000      -1.00000      -1.00000      -1.00000        0.75345 
         131987           0.7952       0.7456       0.8798       0.6978       0.9338       0.8042       0.7969    3.86088e-01     77      0        0.000    9.90000e+01    8.34754e-02     25.459     25.341     24.904     24.268     24.011     23.982      0.195      0.050      0.030      0.032      0.050      0.137    -18.19409    -18.78265    -19.07068    -19.15159    -19.25233    -19.36786       0.36386       0.07350       0.32668       0.94501       1.29690       1.55104        0.84531 
          18466            0.244       0.0100       0.7247       0.0100       2.0000       0.4300       0.3364    7.42999e-01     41      0        0.000    9.90000e+01    4.09432e-04     28.810     28.214     27.208     26.780     26.754     27.369      2.123      0.570      0.246      0.355      0.587      1.253    -12.00335    -12.91324    -13.30686    -13.38939    -13.50631    -13.63491      -1.00000       0.18686      -1.00000      -1.00000      -1.00000      -1.00000        0.47169 
          85175           0.2252       0.2196       0.2305       0.2162       0.2333       0.2252       0.2258    1.88052e+01     79      0        0.000    9.90000e+01    5.29721e-02     22.757     22.180     21.693     21.415     21.351     21.296      0.019      0.008      0.008      0.008      0.009      0.014    -17.69666    -18.25992    -18.61105    -18.68657    -18.78993    -18.91049       0.38375       0.25120       0.02040       0.15103       0.20539       0.46001        0.21645 
         282969           0.6668       0.6254       0.6800       0.5649       0.7231       0.6456       0.6334    5.18531e-01     47      0        0.000    9.90000e+01    1.04598e-01     26.219     25.408     24.449     23.698     23.477     23.326      0.346      0.055      0.021      0.020      0.031      0.076    -18.00066    -18.82567    -19.25574    -19.39800    -19.52524    -19.65799       0.05462       0.18031       0.09949       0.67538       1.03179       1.28642        0.66955 
         415449                2       0.0100       2.0000       0.0100       2.0000       0.7637       0.1396    2.24650e-01     55      0        0.000    9.90000e+01    3.02556e-01     27.884     27.531     26.942     26.627     26.339     26.021      0.985      0.284      0.185      0.244      0.342      0.696    -19.32090    -20.07726    -20.45427    -20.56198    -20.67556    -20.79678      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.72668 
         192232           0.5683       0.5490       0.5906       0.2325       0.6246       0.5598       0.5681    1.41557e+00     43      0        0.000    9.90000e+01    3.53188e-02     26.848     26.214     24.936     24.331     24.217     23.851      0.703      0.102      0.031      0.034      0.056      0.138    -16.83898    -17.73290    -18.28501    -18.36469    -18.48898    -18.62766       0.43756       0.04785       0.07185       0.58409       0.92186       1.17648        0.57005 
         339453                2       0.0100       2.0000       0.0100       2.0000       0.4144       0.2727    4.05887e-01     43      0        0.000    9.90000e+01    6.21814e-01     28.336     27.303     26.612     26.415     26.029     25.644      1.566      0.315      0.131      0.194      0.304      0.769    -19.95774    -20.83879    -21.26111    -21.34079    -21.46508    -21.60376      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.33136 
         336917           0.2883       0.2800       0.2949       0.2708       0.3242       0.2955       0.2919    1.05010e+01     69      0        0.000    9.90000e+01    4.16168e-02     23.897     23.189     22.542     22.368     22.166     22.209      0.048      0.011      0.008      0.009      0.012      0.028    -17.38016    -18.01781    -18.29453    -18.36605    -18.43664    -18.49824       0.08954       0.04681       0.09869       0.01305       0.34570       0.60032        0.28525 
         184193           0.3897       0.2598       0.4779       0.0100       0.6895       0.3533       0.3841    6.37180e-01     43      0        0.000    9.90000e+01    2.29711e-03     29.182     27.831     26.541     26.402     26.068     25.689      1.951      0.411      0.128      0.167      0.277      0.568    -13.87654    -14.81017    -15.17592    -15.25960    -15.38389    -15.52256      -1.00000       0.26348       0.02636      -1.00000      -1.00000      -1.00000        0.48152 
         112530           0.6432       0.2662       0.7385       0.0100       1.0448       0.5058       0.5020    2.52026e+00     41      0        0.000    9.90000e+01    6.37080e-03     98.957     28.919     27.242     26.373     26.320     26.830      2.654      0.633      0.212      0.212      0.333      0.739    -15.04574    -16.03680    -16.28689    -16.36942    -16.48634    -16.61494       0.13172       0.13990      -1.00000      -1.00000      -1.00000      -1.00000        0.57999 
         286474           0.6856       0.6828       0.6904       0.6779       0.6928       0.6867       0.6883    7.11393e+00      1      0        0.000    9.90000e+01    4.43164e+00     25.724     23.615     21.889     20.592     20.093     19.736      0.244      0.013      0.008      0.008      0.008      0.008    -20.65750    -22.15928    -22.96204    -23.38226    -23.65618    -23.92016       0.05156       0.23720       0.12057       0.70897       1.06538       1.32000        0.69857 
         409322            1.567       0.6115       2.0000       0.0100       2.0000       1.3085       1.6149    1.12015e-01     45      0        0.000    9.90000e+01    2.55010e-01     27.507     27.404     26.834     26.236     25.825     25.358      1.439      0.319      0.158      0.167      0.258      0.399    -18.82457    -19.68026    -20.14165    -20.35499    -20.49869    -20.64299      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.42562 
          43747           0.6625       0.5014       0.9497       0.0100       2.0000       0.6979       0.6858    2.93003e-01     45      0        0.000    9.90000e+01    2.02073e-02     98.957     27.240     26.336     25.608     25.285     25.274      1.300      0.286      0.121      0.102      0.161      0.395    -16.08401    -16.91276    -17.38903    -17.60237    -17.74607    -17.89037       0.05462       0.18031      -1.00000      -1.00000      -1.00000      -1.00000        0.76116 
         105297            0.211       0.1176       0.2647       0.0100       0.6012       0.2073       0.1796    4.43259e-01     15      0        0.000    9.90000e+01    2.26624e-03     28.191     26.444     25.426     24.959     24.783     24.563      0.759      0.135      0.047      0.058      0.100      0.220    -13.02478    -14.23366    -14.90321    -15.20887    -15.41732    -15.62564       0.43620       0.28237       0.02115       0.17255       0.18386       0.43849        0.53321 
         110442           0.6315       0.4697       0.7437       0.0100       1.0279       0.6501       0.6296    1.50274e+00     63      0        0.000    9.90000e+01    1.67837e-02     27.072     26.802     26.018     25.404     25.327     24.654      1.029      0.199      0.082      0.094      0.145      0.324    -16.22474    -16.95440    -17.30447    -17.42160    -17.53475    -17.65666       0.17032       0.12376      -1.00000      -1.00000      -1.00000      -1.00000        0.56907 
         288117           0.7335       0.7032       0.7607       0.6327       0.8296       0.7301       0.7296    1.64767e+00     58      0        0.000    9.90000e+01    6.67564e-02     26.391     25.977     25.164     24.317     24.171     24.107      0.473      0.085      0.037      0.035      0.058      0.154    -17.69108    -18.41915    -18.72559    -18.83861    -18.93801    -19.03909       0.21441       0.14956       0.18940       0.80412       1.15939       1.41402        0.72790 
          89282             0.16       0.0100       0.4275       0.0100       0.6678       0.2271       0.1600    1.82841e+00     41      0        0.000    9.90000e+01    3.06574e-04     28.774     27.098     26.426     26.342     26.119     26.558      1.445      0.282      0.120      0.173      0.272      0.680    -11.68953    -12.66303    -12.89056    -13.14267    -13.19220    -13.32080       0.67036       0.43450       0.07396       0.03728      -1.00000      -1.00000        0.30215 
          67389            1.176       1.1364       1.2419       1.0619       1.2843       1.1928       1.2017    1.39366e+00     50      0        0.000    9.90000e+01    5.21962e-01     25.912     25.490     24.813     24.316     23.620     23.182      0.293      0.057      0.028      0.032      0.036      0.068    -19.70008    -20.59642    -21.02857    -21.21230    -21.35013    -21.49113       0.37256       0.23199       1.10964       1.73659       2.06915       2.30088        1.23957 
          61157            1.192       0.7452       1.3519       0.4330       2.0000       1.0117       0.9405    1.00766e+00     15      0        0.000    9.90000e+01    1.90722e-01     28.626     28.923     27.309     26.255     25.578     24.839      2.450      0.732      0.223      0.191      0.170      0.296    -17.72753    -19.07748    -19.72828    -20.03288    -20.24132    -20.44965       0.35127       0.28309       1.16074       1.78769       2.12025       2.35197        1.07717 
          58681            1.004       0.9913       1.0250       0.9691       1.0441       1.0084       1.0085    8.90177e-01     42      0        0.000    9.90000e+01    6.08863e-01     25.264     25.010     24.328     23.612     22.951     22.721      0.174      0.039      0.019      0.018      0.020      0.044    -19.70179    -20.55765    -21.05273    -21.26976    -21.45037    -21.63713       0.05271       0.09643       0.78178       1.41245       1.74128       1.97949        1.01622 
         318043            1.282       1.1646       1.2919       1.1413       1.3082       1.1973       1.2820    7.79950e+00     27      0        0.000    9.90000e+01    3.67279e+00     24.771     24.528     24.138     23.535     22.843     22.244      0.101      0.026      0.016      0.017      0.018      0.030    -20.92790    -21.98072    -22.72185    -23.12869    -23.42646    -23.71334       0.06843       0.53199       1.40964       2.03659       2.36915       2.60088        1.23050 
         213795          0.08923       0.0510       0.1621       0.0100       0.3474       0.6342       0.0900    2.04104e+00     27      0        0.000    9.90000e+01    2.55008e-04     27.824     26.558     25.903     25.292     24.962     24.950      0.525      0.138      0.078      0.077      0.121      0.319    -10.57216    -11.69197    -12.30500    -12.86797    -13.08374    -13.37061       1.04477       0.40503       0.16880       0.17149      -1.00000      -1.00000        0.82548 
         237293            0.559       0.0100       2.0000       0.0100       2.0000       0.6533       0.0150    1.63834e-01     95      0        0.000    9.90000e+01    1.95673e-03     27.613     27.767     27.295     26.912     27.238     26.959      1.437      0.465      0.334      0.467      0.681      1.179    -14.61667    -14.98814    -15.18475    -15.12576    -15.19349    -15.31137      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.33428 
