# Creation date: Tue Apr 22 11:17:26 2025
####################################### 
# PHOTOMETRIC REDSHIFT with OPTIONS   # 
# Config file            : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/config_file.para
# CAT_IN                 : /home/hallouin/Documents/thall_2025/lephare/simulation_catalogs/buzzard_base/Shuffle_Buzzard_training_file.dat
# CAT_OUT                : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/TRAINING_CAT_5000.out
# CAT_LINES              : 1 5000
# PARA_OUT               : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/output.para
# INP_TYPE               : M
# CAT_FMT[0:MEME 1:MMEE] : 1
# CAT_MAG                : AB
# ZPHOTLIB               : buzzard_mags 
# FIR_LIB                : 
# FIR_LMIN               : 7.000000
# FIR_CONT               : -1.000000
# FIR_SCALE              : -1.000000
# FIR_FREESCALE          : YES
# FIR_SUBSTELLAR         : NO
# ERR_SCALE              : 0.000000 
# ERR_FACTOR             : 1.500000 
# GLB_CONTEXT            : 0
# FORB_CONTEXT           : -1
# DZ_WIN                 : 1.000000
# MIN_THRES              : 0.020000
# MAG_ABS                : -24.000000 -5.000000
# MAG_ABS_AGN            : -30.000000 -10.000000
# MAG_REF                : 2
# NZ_PRIOR               : -2 -2
# Z_INTERP               : YES
# Z_METHOD               : BEST
# PROB_INTZ              : 0.000000 
# MABS_METHOD            : 1
# MABS_CONTEXT           : 33556478 
# MABS_REF               : 10 
# AUTO_ADAPT             : YES
# ADAPT_BAND             : 4
# ADAPT_LIM              : 1.500000 23.000000
# ADAPT_ZBIN             : 0.010000 6.000000
# ZFIX                   : NO
# SPEC_OUT               : save_spec
# CHI_OUT                : NO
# PDZ_OUT                : test
####################################### 
# Offsets from auto-adapt: 0.042989585745065284,-0.0006165267043378719,-0.0021406715295242407,0.0035866669364388315,0.006062724835594224,-0.026013763042950444
# Offsets from auto-adapt: 0.042990,-0.000617,-0.002141,0.003587,0.006063,-0.026014,
# Format: 
# IDENT 1 Z_BEST 2 Z_BEST68_LOW 3 Z_BEST68_HIGH 4 Z_BEST99_LOW 5 Z_BEST99_HIGH 6 Z_MED 7 Z_MODE 8 CHI_BEST 9 MOD_BEST 10 EXTLAW_BEST 11 EBV_BEST 12 PDZ_BEST 13 SCALE_BEST 14 MAG_OBS()15-20 ERR_MAG_OBS()21-26 MAG_ABS()27-32 EMAG_ABS()33-38 ZSPEC 39
# Format topcat: 
# IDENT  Z_BEST  Z_BEST68_LOW  Z_BEST68_HIGH  Z_BEST99_LOW  Z_BEST99_HIGH  Z_MED  Z_MODE  CHI_BEST  MOD_BEST  EXTLAW_BEST  EBV_BEST  PDZ_BEST  SCALE_BEST  MAG_OBS0  MAG_OBS1  MAG_OBS2  MAG_OBS3  MAG_OBS4  MAG_OBS5  ERR_MAG_OBS0  ERR_MAG_OBS1  ERR_MAG_OBS2  ERR_MAG_OBS3  ERR_MAG_OBS4  ERR_MAG_OBS5  MAG_ABS0  MAG_ABS1  MAG_ABS2  MAG_ABS3  MAG_ABS4  MAG_ABS5  EMAG_ABS0  EMAG_ABS1  EMAG_ABS2  EMAG_ABS3  EMAG_ABS4  EMAG_ABS5  ZSPEC 
         246447           0.1168       0.0100       0.2521       0.0100       2.0000       0.2949       0.0739    7.40043e-01     84      0        0.000    9.90000e+01    1.26124e-04     27.579     26.969     26.706     26.217     26.381     26.381      0.669      0.205      0.147      0.214      0.333      0.717    -11.23530    -11.76635    -12.25551    -12.12186    -12.22903    -12.36685       0.90152       0.48967       0.16229      -1.00000      -1.00000      -1.00000        1.71529 
         152092           0.9993       0.9019       1.3396       0.0513       2.0000       1.1883       0.9986    1.98766e-01     51      0        0.000    9.90000e+01    6.88110e-02     27.547     27.049     26.341     25.716     25.175     24.869      1.095      0.233      0.102      0.119      0.139      0.263    -17.58206    -18.41004    -18.82264    -18.99110    -19.12149    -19.25519       0.09012       0.10532       0.77233       1.40420       1.73184       1.97111        1.24689 
         284352           0.7569       0.4838       1.0058       0.2329       1.9544       0.8100       0.7814    3.07325e-01     23      0        0.000    9.90000e+01    2.82318e-02     29.755     27.932     27.162     26.114     25.628     25.384      3.697      0.814      0.209      0.146      0.204      0.434    -15.85770    -16.98103    -17.61743    -17.92886    -18.14932    -18.36938       0.27070       0.11555      -1.00000      -1.00000      -1.00000      -1.00000        0.66705 
          79597            1.145       0.9516       1.3626       0.5252       2.0000       1.1824       1.1339    3.26325e-01      5      0        0.000    9.90000e+01    1.78265e-01     98.957     29.023     27.675     26.537     25.623     24.744      3.107      0.692      0.331      0.245      0.203      0.333    -17.39777    -18.82182    -19.55341    -19.91986    -20.15239    -20.38060       0.31163      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.70840 
         409454            1.278       1.2355       1.3185       0.9946       1.8679       1.3172       1.2928    4.66399e+00     76      0        0.000    9.90000e+01    1.98701e-01     25.200     25.458     25.334     25.039     24.604     24.033      0.199      0.051      0.042      0.058      0.088      0.143    -19.16997    -19.94827    -20.25884    -20.27161    -20.37064    -20.49791       0.09561       0.50300       1.38065       2.00760       2.34016       2.57189        1.44094 
         208902           0.8364       0.7720       0.8753       0.7178       0.9241       0.8240       0.8247    4.12399e-01     86      0        0.000    9.90000e+01    1.05486e-01     24.958     24.920     24.644     24.091     23.852     23.811      0.122      0.036      0.024      0.027      0.042      0.117    -18.56538    -19.08052    -19.33616    -19.40926    -19.49959    -19.60812       0.46475       0.02944       0.48338       1.10618       1.45195       1.70359        0.77153 
         114246           0.6252       0.6195       0.6306       0.6157       0.6341       0.6253       0.6262    7.17703e+00     15      0        0.000    9.90000e+01    2.83595e+00     24.120     22.844     21.385     20.400     20.040     19.754      0.057      0.009      0.008      0.008      0.008      0.008    -20.73343    -21.96028    -22.63467    -22.93927    -23.14771    -23.35603       0.20850       0.10430       0.07733       0.62659       0.98218       1.23681        0.62021 
         159943           0.1226       0.0200       0.2237       0.0200       2.0000       0.7942       0.0312    1.30814e+01     99      0        0.000    9.90000e+01    1.84142e-05     98.957     27.979     27.542     26.793     29.077     25.671      1.828      0.538      0.332      0.339      0.457      0.693    -10.34460    -10.39368    -10.35774    -10.12216    -10.10357    -10.20431      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.51557 
         384046           0.8775       0.6435       1.1316       0.0100       2.0000       1.0964       0.7755    3.82394e+00     76      0        0.000    9.90000e+01    5.54913e-03     28.067     27.497     28.374     26.995     27.263     26.735      1.335      0.459      0.317      0.360      0.562      1.280    -15.30939    -15.91233    -16.22290    -16.23567    -16.33471    -16.46197      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.83800 
         170113             0.52       0.0100       0.6299       0.0100       2.0000       0.3120       0.2407    4.52342e-01     84      0        0.000    9.90000e+01    7.41172e-03     26.657     26.592     25.968     25.677     25.502     25.077      0.768      0.150      0.075      0.110      0.192      0.474    -15.66604    -16.18074    -16.50449    -16.54467    -16.65184    -16.78966       0.60896       0.15112      -1.00000      -1.00000      -1.00000      -1.00000        0.25450 
          32602           0.6102       0.5966       0.6235       0.5619       0.6539       0.6052       0.6052    3.47978e+00     60      0        0.000    9.90000e+01    6.16305e-02     26.008     25.298     24.403     23.820     23.727     23.685      0.292      0.047      0.020      0.022      0.038      0.097    -17.70011    -18.43601    -18.65555    -18.71674    -18.82420    -18.94740       0.24556       0.08616       0.07576       0.61682       0.96994       1.22456        0.63033 
         407365           0.7172       0.6023       1.0197       0.0100       2.0000       0.9702       0.0736    1.68927e-01     95      0        0.000    9.90000e+01    9.35939e-03     26.657     26.589     26.386     25.995     25.927     25.913      0.536      0.146      0.107      0.158      0.246      0.474    -16.31334    -16.62029    -16.88404    -16.82505    -16.89278    -17.01066       0.14508       0.18565      -1.00000      -1.00000      -1.00000      -1.00000        1.33839 
         319722            1.284       1.1538       1.3553       0.9644       1.7340       1.2784       1.2569    2.96750e-01     18      0        0.000    9.90000e+01    5.59159e-01     27.886     27.419     26.551     25.411     24.629     23.848      1.498      0.309      0.118      0.087      0.088      0.119    -19.14232    -20.37262    -20.97921    -21.23944    -21.42530    -21.61384       0.06843       0.53199       1.40964       2.03659       2.36915       2.60088        1.29120 
          91515           0.3421       0.3324       0.3558       0.2459       0.4203       0.3623       0.3693    2.13258e+00     18      0        0.000    9.90000e+01    3.42280e-02     26.795     25.083     23.737     23.276     22.997     22.872      0.455      0.038      0.013      0.015      0.020      0.049    -16.08390    -17.28916    -17.87504    -18.15323    -18.33909    -18.52763       0.20752       0.15806       0.06498       0.13735       0.49271       0.74733        0.32082 
         387870            0.894       0.8783       0.9162       0.8583       0.9414       0.9023       0.9016    2.92688e+00      2      0        0.000    9.90000e+01    9.73086e-01     26.734     26.767     24.538     23.394     22.515     22.200      1.093      0.160      0.022      0.016      0.015      0.029    -19.24120    -20.66732    -21.38361    -21.75175    -21.98487    -22.21339       0.41788       0.08588       0.65077       1.28548       1.61350       1.86030        0.90502 
         184493           0.2445       0.0100       0.3189       0.0100       0.6081       0.2487       0.2408    1.42306e+00     65      0        0.000    9.90000e+01    2.92464e-03     26.342     25.732     25.105     24.861     24.734     24.356      0.355      0.079      0.035      0.052      0.095      0.214    -14.34995    -15.03621    -15.38203    -15.81405    -15.91348    -16.00975       0.27041       0.18686       0.04463       0.10637       0.25015       0.50478        0.48018 
         337292            0.356       0.2295       0.4009       0.0100       0.7234       0.2526       0.2625    1.90238e+00     93      0        0.000    9.90000e+01    1.72275e-03     27.237     26.795     26.164     26.097     25.892     26.615      0.948      0.185      0.095      0.151      0.253      0.676    -14.37403    -14.88793    -15.06279    -14.99101    -15.04915    -15.15336       0.25928       0.18569       0.06235      -1.00000      -1.00000      -1.00000        0.28399 
         144184            1.077       1.0621       1.0901       1.0245       1.1098       1.0754       1.0784    2.20905e+00      3      0        0.000    9.90000e+01    1.93671e+00     98.957     26.857     24.715     23.642     22.648     22.044      1.365      0.210      0.026      0.019      0.016      0.025    -20.03655    -21.45092    -22.16543    -22.51475    -22.73405    -22.95012       0.16397       0.02777       0.87312       1.50007       1.83263       2.06436        1.04358 
         375868           0.8201       0.7437       0.8972       0.4992       0.9988       0.8058       0.8157    5.07808e+00     49      0        0.000    9.90000e+01    4.29724e-02     27.824     27.044     26.286     25.354     24.830     25.251      1.437      0.291      0.103      0.078      0.110      0.249    -17.03038    -18.03745    -17.92787    -18.06566    -18.20294    -18.34945       0.43805       0.04150       0.43587       1.05640       1.40457       1.65741        0.73158 
         354302           0.4738       0.4265       0.4899       0.3952       0.5195       0.4646       0.4711    7.03858e-01     55      0        0.000    9.90000e+01    3.73549e-02     25.950     25.191     24.130     23.788     23.632     23.341      0.267      0.044      0.016      0.021      0.034      0.079    -17.04252    -17.80712    -18.24365    -18.35137    -18.46494    -18.58616       0.75065       0.26368       0.08721       0.64223       0.93473       1.16316        0.47623 
         167350           0.2398       0.0257       0.2901       0.0100       0.3926       0.1435       0.0330    5.12652e+00     32      0        0.000    9.90000e+01    3.15917e-03     28.034     25.931     25.104     24.814     24.614     24.661      0.742      0.085      0.036      0.048      0.082      0.209    -14.02102    -14.94927    -15.38906    -15.45060    -15.59805    -15.75270       0.33171       0.21952       0.03037       0.12879       0.22762       0.48225        0.17366 
         385656            0.617       0.5162       0.7160       0.3176       0.9256       0.6245       0.6159    3.53447e+00      3      0        0.000    9.90000e+01    1.35351e-02     31.318     27.678     27.457     26.210     25.865     25.774      1.674      0.438      0.197      0.164      0.243      0.614    -14.57544    -16.11328    -16.77701    -17.12633    -17.34563    -17.56170       0.24556       0.08616      -1.00000      -1.00000      -1.00000      -1.00000        0.85904 
         360481            0.532       0.0528       0.6025       0.0100       0.7117       0.3330       0.5296    7.72214e-03     59      0        0.000    9.90000e+01    1.25835e-02     98.957     26.662     25.717     25.283     25.116     24.917      0.847      0.151      0.061      0.075      0.130      0.323    -15.88792    -16.61399    -16.98507    -17.10956    -17.21913    -17.33341       0.56515       0.12274      -1.00000      -1.00000      -1.00000      -1.00000        0.56908 
         418127             1.04       0.0100       2.0000       0.0100       2.0000       1.3973       2.0000    2.67603e-01    100      0        0.000    9.90000e+01    7.06842e-03     26.358     26.659     26.665     26.634     26.563     26.347      0.634      0.202      0.148      0.265      0.412      0.859    -16.81889    -16.87216    -16.80128    -16.59455    -16.53591    -16.56815       0.06350      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.94187 
         339950           0.3194       0.2569       0.4069       0.2170       0.5259       0.3417       0.3226    5.16799e-01     54      0        0.000    9.90000e+01    1.00482e-02     26.175     25.336     24.504     24.260     24.035     23.909      0.361      0.052      0.021      0.031      0.048      0.139    -15.55137    -16.31278    -16.68425    -16.92199    -17.03798    -17.15284       0.08266       0.06135       0.08788       0.05915       0.41556       0.67019        0.33137 
         292088           0.7855       0.7732       0.7989       0.7029       0.8210       0.7711       0.7854    6.18513e-01     47      0        0.000    9.90000e+01    2.68009e-01     25.609     25.011     24.135     23.210     22.899     22.784      0.200      0.038      0.016      0.014      0.019      0.048    -19.01551    -19.85412    -20.26514    -20.40740    -20.53465    -20.66740       0.33998       0.08277       0.30028       0.91799       1.27026       1.52489        0.76625 
           8030           0.3854       0.2199       0.5378       0.0100       0.7222       0.2757       0.2414    9.18652e-01     89      0        0.000    9.90000e+01    2.50601e-03     26.812     26.741     26.108     26.008     25.942     26.198      0.619      0.147      0.083      0.141      0.243      0.647    -14.65591    -15.16428    -15.27099    -15.38504    -15.45320    -15.54400       0.40373       0.26348       0.02636      -1.00000      -1.00000      -1.00000        0.33080 
         324366              1.5       1.2476       1.6952       0.0664       2.0000       1.3774       1.4183    2.84989e-01     26      0        0.000    9.90000e+01    4.52466e-01     27.926     27.384     27.038     26.202     25.803     25.162      1.130      0.259      0.156      0.163      0.230      0.324    -18.84153    -19.96469    -20.61162    -20.93623    -21.16860    -21.39962      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.43845 
         216800           0.9028       0.8778       0.9302       0.7443       0.9658       0.8968       0.9022    5.85505e+00     60      0        0.000    9.90000e+01    1.43740e-01     25.453     25.514     25.056     24.209     23.771     23.739      0.207      0.058      0.034      0.029      0.041      0.107    -18.62428    -19.38442    -19.63918    -19.70036    -19.80783    -19.93103       0.36970       0.10671       0.65386       1.29587       1.62255       1.86935        0.88221 
          92997            0.015       0.0100       0.0179       0.0100       0.0381       0.0189       0.0117    1.44794e+01     88      0        0.000    9.90000e+01    1.33511e-05     24.882     24.715     24.390     24.390     24.301     24.477      0.107      0.030      0.020      0.035      0.061      0.195     -8.87840     -9.34641     -9.66969     -9.66206     -9.75841     -9.57412       1.35587       0.09392       0.04754       0.07338       0.03012       0.09048        0.37933 
         396859            1.241       1.0031       1.3160       0.7761       2.0000       1.3273       1.2513    1.05926e+00     62      0        0.000    9.90000e+01    1.65517e-01     26.437     26.582     25.969     25.487     24.890     24.465      0.471      0.127      0.075      0.091      0.105      0.240    -18.71893    -19.45390    -19.81057    -19.92709    -20.03168    -20.13982       0.18677       0.41996       1.29761       1.92456       2.25712       2.48885        1.05458 
         239881            1.437       0.6880       2.0000       0.0100       2.0000       1.2329       1.5876    1.50859e-01     29      0        0.000    9.90000e+01    2.06549e-01     27.750     27.569     27.508     26.883     26.514     26.023      1.477      0.412      0.252      0.299      0.462      0.724    -17.83129    -18.92358    -19.65494    -20.05969    -20.35018    -20.63122      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.41597 
         368574           0.4742       0.1318       0.6237       0.0100       2.0000       0.3117       0.2218    1.05249e-01     86      0        0.000    9.90000e+01    4.33417e-03     27.034     26.898     26.258     25.998     25.973     25.628      0.695      0.177      0.105      0.142      0.262      0.667    -15.10972    -15.62707    -15.89291    -15.96602    -16.05634    -16.16488       0.75065       0.26368      -1.00000      -1.00000      -1.00000      -1.00000        0.64638 
          63509            1.012       0.4774       1.1859       0.0640       2.0000       0.9372       0.9968    1.36614e+00     33      0        0.000    9.90000e+01    5.22435e-02     27.946     28.383     27.042     26.489     25.652     25.497      1.532      0.428      0.203      0.215      0.212      0.420    -16.86395    -17.86978    -18.38735    -18.62362    -18.78728    -18.95267       0.02182      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.14452 
         203899           0.6738       0.6673       0.6911       0.6342       0.7066       0.6834       0.6865    3.03496e+00      2      0        0.000    9.90000e+01    5.90808e-01     27.561     25.342     23.765     22.539     22.083     21.765      0.599      0.051      0.013      0.010      0.011      0.020    -18.68964    -20.12553    -20.85465    -21.22279    -21.45592    -21.68443       0.03824       0.20652       0.11031       0.69081       1.04722       1.30185        0.69939 
         236416            1.289       1.1277       1.5974       0.6571       2.0000       1.2982       1.2718    3.54220e-02      4      0        0.000    9.90000e+01    3.20907e-01     98.957     29.296     28.000     26.469     25.699     24.877      3.472      0.965      0.354      0.184      0.197      0.251    -18.10131    -19.46644    -20.18975    -20.54619    -20.77516    -21.00039       0.06843       0.53199       1.40964       2.03659       2.36915       2.60088        1.31797 
          55605           0.9789       0.8662       1.0297       0.6775       1.2016       0.9298       0.9490    7.56632e-01     32      0        0.000    9.90000e+01    1.32033e-01     27.810     27.237     26.058     25.189     24.499     24.229      1.065      0.238      0.082      0.070      0.075      0.168    -17.97833    -18.96851    -19.46037    -19.62636    -19.77381    -19.92846       0.16219       0.12274       0.75491       1.38850       1.71442       1.95584        0.98016 
