IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_BEST99_LOW,Z_BEST99_HIGH,Z_MED,Z_MODE,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,PDZ_BEST,SCALE_BEST,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,ERR_MAG_OBS0,ERR_MAG_OBS1,ERR_MAG_OBS2,ERR_MAG_OBS3,ERR_MAG_OBS4,ERR_MAG_OBS5,MAG_ABS0,MAG_ABS1,MAG_ABS2,MAG_ABS3,MAG_ABS4,MAG_ABS5,EMAG_ABS0,EMAG_ABS1,EMAG_ABS2,EMAG_ABS3,EMAG_ABS4,EMAG_ABS5,ZSPEC,PDZ_FLAG
184209.0,2.0,0.01,2.0,0.01,2.0,0.4382,0.3555,0.336664,41,0,0.0,99.0,0.676243,28.906,27.647,26.659,26.476,25.893,25.489,1.751,0.39,0.144,0.195,0.323,0.725,-20.04815,-20.93335,-21.35167,-21.43419,-21.55111,-21.67972,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.47174,26
185926.0,2.0,0.01,2.0,0.01,2.0,0.5247,0.2746,0.444707,43,0,0.0,99.0,0.461836,28.579,27.583,26.896,26.83,26.235,26.139,1.674,0.458,0.192,0.276,0.476,0.938,-19.63481,-20.51586,-20.93818,-21.01786,-21.14215,-21.28082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.48862,30
186245.0,2.0,0.01,2.0,0.01,2.0,0.7614,0.0515,0.335388,63,0,0.0,99.0,0.35724,26.986,26.768,26.408,26.181,26.003,25.509,0.741,0.213,0.108,0.162,0.292,0.603,-19.54959,-20.25683,-20.62465,-20.74177,-20.85492,-20.97684,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.47887,30
186267.0,2.0,0.0185,2.0,0.01,2.0,0.6017,0.2815,1.08659,41,0,0.0,99.0,1.17264,27.765,27.129,26.141,25.751,25.233,24.995,1.298,0.281,0.09,0.106,0.167,0.349,-20.6458,-21.531,-21.94932,-22.03184,-22.14877,-22.27737,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.48615,26
186294.0,2.0,0.01,2.0,0.01,2.0,0.9564,0.0506,0.0893192,38,0,0.0,99.0,0.43283,27.486,27.476,27.046,26.802,26.498,26.034,1.639,0.422,0.188,0.281,0.486,1.029,-19.21778,-20.12608,-20.66076,-20.90399,-21.11398,-21.32974,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.48404,30
186362.0,2.0,0.0831,2.0,0.01,2.0,0.651,0.3812,0.277831,32,0,0.0,99.0,0.826427,29.181,28.139,26.996,26.553,25.976,25.45,1.955,0.453,0.158,0.191,0.299,0.664,-19.9876,-20.97469,-21.46654,-21.63253,-21.77998,-21.93463,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.47396,26
187010.0,2.0,0.2582,2.0,0.01,2.0,0.8091,0.2825,0.499395,43,0,0.0,99.0,0.541729,27.996,27.464,26.728,26.688,25.968,25.791,1.637,0.383,0.162,0.223,0.373,0.804,-19.80804,-20.68909,-21.11141,-21.19109,-21.31538,-21.45406,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.50767,26
188073.0,2.0,0.01,2.0,0.01,2.0,0.4856,0.3573,0.241869,41,0,0.0,99.0,0.662629,28.729,27.698,26.692,26.473,25.945,25.429,1.74,0.398,0.15,0.199,0.34,0.678,-20.02607,-20.91127,-21.32959,-21.41211,-21.52903,-21.65763,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.51471,26
188119.0,2.0,0.2377,2.0,0.01,2.0,0.6037,0.0147,1.15841,38,0,0.0,99.0,0.980357,26.433,26.601,26.126,25.952,25.649,25.386,0.472,0.145,0.081,0.127,0.251,0.439,-20.10545,-21.01375,-21.54842,-21.79166,-22.00164,-22.21741,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.52071,26
188375.0,2.0,1.9184,2.0,0.01,2.0,0.3812,0.3512,0.998507,44,0,0.0,99.0,0.905568,27.889,27.083,26.192,26.073,25.537,25.041,1.133,0.225,0.092,0.122,0.201,0.457,-20.36714,-21.24764,-21.66851,-21.74963,-21.87155,-22.00704,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.52119,20
188442.0,2.0,0.01,2.0,0.01,2.0,0.9605,0.0148,0.911385,60,0,0.0,99.0,0.316588,27.148,26.857,26.494,26.377,26.199,25.112,0.675,0.209,0.116,0.179,0.342,0.6,-19.4766,-20.19874,-20.55648,-20.61767,-20.72513,-20.84833,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.50207,30
